"subject","procedure","pSwitch","stim","trial","taskcode","transition","rt","error","errortrim"
18,"cuedproc",0.9,3,12,"mag","Switch",884,0,0
18,"cuedproc",0.9,8,13,"parity","Switch",438,0,0
18,"cuedproc",0.9,7,14,"mag","Switch",1356,0,0
18,"cuedproc",0.9,3,15,"parity","Switch",466,0,0
18,"cuedproc",0.9,4,16,"error","Switch",239,1,1
18,"cuedproc",0.9,7,17,"error","Switch",560,1,1
18,"cuedproc",0.4,6,2,"parity","Rep",494,0,0
18,"cuedproc",0.4,8,3,"mag","Switch",465,0,0
18,"cuedproc",0.4,4,4,"parity","Switch",1638,0,0
18,"cuedproc",0.4,8,5,"mag","Switch",679,0,0
18,"cuedproc",0.4,3,6,"mag","Rep",363,0,0
18,"cuedproc",0.4,3,7,"mag","Rep",291,0,0
18,"cuedproc",0.4,1,8,"mag","Rep",272,0,0
18,"cuedproc",0.4,9,9,"error","Switch",485,1,1
18,"cuedproc",0.4,4,10,"parity","Rep",1075,0,1
18,"cuedproc",0.4,9,11,"error","Switch",686,1,1
18,"cuedproc",0.4,4,12,"parity","Switch",515,0,1
18,"cuedproc",0.4,3,13,"mag","Switch",1165,0,0
18,"cuedproc",0.4,4,14,"mag","Rep",523,0,0
18,"cuedproc",0.4,8,15,"parity","Switch",502,0,0
18,"cuedproc",0.4,4,16,"mag","Switch",345,0,0
18,"cuedproc",0.4,8,17,"mag","Rep",450,0,0
18,"cuedproc",0.8,2,2,"error","Switch",454,1,1
18,"cuedproc",0.8,1,3,"mag","Switch",508,0,1
18,"cuedproc",0.8,4,4,"parity","Switch",431,0,0
18,"cuedproc",0.8,7,5,"parity","Rep",1069,0,0
18,"cuedproc",0.8,1,7,"parity","Switch",377,0,0
18,"cuedproc",0.8,3,8,"mag","Switch",401,0,0
18,"cuedproc",0.8,9,9,"mag","Rep",457,0,0
18,"cuedproc",0.8,1,10,"parity","Switch",422,0,0
18,"cuedproc",0.8,3,11,"mag","Switch",373,0,0
18,"cuedproc",0.8,6,12,"mag","Rep",566,0,0
18,"cuedproc",0.8,6,13,"parity","Switch",302,0,0
18,"cuedproc",0.8,6,14,"mag","Switch",322,0,0
18,"cuedproc",0.8,4,15,"parity","Switch",1293,0,0
18,"cuedproc",0.8,2,16,"mag","Switch",862,0,0
18,"cuedproc",0.8,6,17,"parity","Switch",289,0,0
18,"cuedproc",0.2,6,2,"mag","Switch",381,0,0
18,"cuedproc",0.2,3,3,"mag","Rep",638,0,0
18,"cuedproc",0.2,2,4,"parity","Switch",867,0,0
18,"cuedproc",0.2,4,5,"parity","Rep",542,0,0
18,"cuedproc",0.2,4,6,"parity","Rep",296,0,0
18,"cuedproc",0.2,8,7,"parity","Rep",523,0,0
18,"cuedproc",0.2,1,8,"error","Rep",350,1,1
18,"cuedproc",0.2,7,10,"error","Rep",426,1,1
18,"cuedproc",0.2,4,11,"mag","Rep",363,0,1
18,"cuedproc",0.2,8,12,"parity","Switch",634,0,0
18,"cuedproc",0.2,1,13,"mag","Switch",352,0,0
18,"cuedproc",0.2,7,14,"parity","Switch",1185,0,0
18,"cuedproc",0.2,6,15,"mag","Switch",519,0,0
18,"cuedproc",0.2,4,16,"error","Rep",537,1,1
18,"cuedproc",0.2,3,17,"mag","Rep",1253,0,1
18,"cuedproc",0.7,6,2,"mag","Switch",999,0,0
18,"cuedproc",0.7,8,3,"parity","Switch",541,0,0
18,"cuedproc",0.7,8,4,"mag","Switch",294,0,0
18,"cuedproc",0.7,2,5,"error","Switch",642,1,1
18,"cuedproc",0.7,8,6,"mag","Switch",514,0,1
18,"cuedproc",0.7,3,7,"parity","Switch",812,0,0
18,"cuedproc",0.7,1,8,"mag","Switch",305,0,0
18,"cuedproc",0.7,1,9,"parity","Switch",309,0,0
18,"cuedproc",0.7,6,10,"error","Switch",377,1,1
18,"cuedproc",0.7,4,11,"parity","Switch",1011,0,1
18,"cuedproc",0.7,7,12,"mag","Switch",920,0,0
18,"cuedproc",0.7,3,13,"parity","Switch",593,0,0
18,"cuedproc",0.7,2,14,"error","Switch",361,1,1
18,"cuedproc",0.7,1,15,"mag","Rep",500,0,1
18,"cuedproc",0.7,7,16,"error","Switch",551,1,1
18,"cuedproc",0.7,6,17,"mag","Switch",554,0,1
18,"cuedproc",0.1,8,2,"mag","Rep",330,0,0
18,"cuedproc",0.1,8,3,"mag","Rep",293,0,0
18,"cuedproc",0.1,7,4,"mag","Rep",353,0,0
18,"cuedproc",0.1,6,5,"mag","Rep",306,0,0
18,"cuedproc",0.1,9,6,"mag","Rep",270,0,0
18,"cuedproc",0.1,6,7,"mag","Rep",91,0,0
18,"cuedproc",0.1,1,8,"mag","Rep",512,0,0
18,"cuedproc",0.1,4,9,"mag","Rep",722,0,0
18,"cuedproc",0.1,7,10,"error","Rep",259,1,1
18,"cuedproc",0.1,4,11,"mag","Rep",707,0,1
18,"cuedproc",0.1,2,12,"mag","Rep",285,0,0
18,"cuedproc",0.1,4,13,"mag","Rep",418,0,0
18,"cuedproc",0.1,7,14,"mag","Rep",400,0,0
18,"cuedproc",0.1,9,15,"mag","Rep",312,0,0
18,"cuedproc",0.1,6,16,"mag","Rep",299,0,0
18,"cuedproc",0.1,8,17,"mag","Rep",271,0,0
18,"cuedproc",0,8,2,"mag","Rep",521,0,0
18,"cuedproc",0,1,3,"mag","Rep",371,0,0
18,"cuedproc",0,6,4,"error","Rep",452,1,1
18,"cuedproc",0,7,5,"mag","Rep",371,0,1
18,"cuedproc",0,1,6,"mag","Rep",572,0,0
18,"cuedproc",0,4,7,"mag","Rep",284,0,0
18,"cuedproc",0,9,8,"mag","Rep",377,0,0
18,"cuedproc",0,2,9,"mag","Rep",361,0,0
18,"cuedproc",0,8,10,"mag","Rep",386,0,0
18,"cuedproc",0,3,11,"mag","Rep",322,0,0
18,"cuedproc",0,7,12,"mag","Rep",389,0,0
18,"cuedproc",0,1,13,"mag","Rep",285,0,0
18,"cuedproc",0,6,14,"mag","Rep",298,0,0
18,"cuedproc",0,8,15,"mag","Rep",301,0,0
18,"cuedproc",0,9,16,"mag","Rep",417,0,0
18,"cuedproc",0,6,17,"mag","Rep",352,0,0
18,"cuedproc",0.5,8,2,"mag","Rep",396,0,0
18,"cuedproc",0.5,4,3,"mag","Rep",411,0,0
18,"cuedproc",0.5,8,4,"parity","Switch",946,0,0
18,"cuedproc",0.5,1,5,"parity","Rep",441,0,0
18,"cuedproc",0.5,8,6,"mag","Switch",503,0,0
18,"cuedproc",0.5,6,7,"mag","Rep",530,0,0
18,"cuedproc",0.5,7,8,"parity","Switch",956,0,0
18,"cuedproc",0.5,7,9,"error","Switch",371,1,1
18,"cuedproc",0.5,2,10,"error","Switch",654,1,1
18,"cuedproc",0.5,1,11,"mag","Switch",501,0,1
18,"cuedproc",0.5,9,12,"error","Switch",440,1,1
18,"cuedproc",0.5,9,13,"parity","Rep",448,0,1
18,"cuedproc",0.5,1,14,"mag","Switch",430,0,0
18,"cuedproc",0.5,4,15,"mag","Rep",684,0,0
18,"cuedproc",0.5,3,16,"mag","Rep",335,0,0
18,"cuedproc",0.5,6,17,"parity","Switch",441,0,0
18,"cuedproc",0.3,1,2,"error","Rep",308,1,1
18,"cuedproc",0.3,2,3,"parity","Rep",874,0,1
18,"cuedproc",0.3,8,4,"parity","Rep",605,0,0
18,"cuedproc",0.3,6,5,"parity","Rep",299,0,0
18,"cuedproc",0.3,9,6,"parity","Rep",591,0,0
18,"cuedproc",0.3,4,7,"mag","Switch",647,0,0
18,"cuedproc",0.3,1,8,"mag","Rep",331,0,0
18,"cuedproc",0.3,2,9,"mag","Rep",325,0,0
18,"cuedproc",0.3,1,10,"mag","Rep",240,0,0
18,"cuedproc",0.3,7,11,"error","Switch",807,1,1
18,"cuedproc",0.3,3,12,"parity","Rep",511,0,1
18,"cuedproc",0.3,9,13,"parity","Rep",298,0,0
18,"cuedproc",0.3,2,14,"parity","Rep",700,0,0
18,"cuedproc",0.3,9,15,"parity","Rep",591,0,0
18,"cuedproc",0.3,1,16,"parity","Rep",406,0,0
18,"cuedproc",0.3,8,17,"parity","Rep",406,0,0
18,"cuedproc",1,8,2,"parity","Switch",357,0,0
18,"cuedproc",1,8,3,"mag","Switch",918,0,0
18,"cuedproc",1,4,4,"parity","Switch",639,0,0
18,"cuedproc",1,2,5,"mag","Switch",740,0,0
18,"cuedproc",1,4,6,"parity","Switch",397,0,0
18,"cuedproc",1,2,7,"mag","Switch",365,0,0
18,"cuedproc",1,7,8,"parity","Switch",750,0,0
18,"cuedproc",1,7,9,"mag","Switch",574,0,0
18,"cuedproc",1,3,10,"parity","Switch",1078,0,0
18,"cuedproc",1,1,11,"mag","Switch",392,0,0
18,"cuedproc",1,4,12,"parity","Switch",801,0,0
18,"cuedproc",1,4,13,"mag","Switch",895,0,0
18,"cuedproc",1,1,14,"parity","Switch",416,0,0
18,"cuedproc",1,7,15,"mag","Switch",783,0,0
18,"cuedproc",1,9,16,"parity","Switch",870,0,0
18,"cuedproc",1,6,17,"mag","Switch",969,0,0
18,"cuedproc",0.6,8,2,"parity","Switch",537,0,0
18,"cuedproc",0.6,2,3,"mag","Switch",371,0,0
18,"cuedproc",0.6,4,4,"mag","Rep",356,0,0
18,"cuedproc",0.6,9,5,"parity","Switch",701,0,0
18,"cuedproc",0.6,6,6,"parity","Rep",536,0,0
18,"cuedproc",0.6,6,7,"mag","Switch",529,0,0
18,"cuedproc",0.6,1,8,"parity","Switch",371,0,0
18,"cuedproc",0.6,6,9,"mag","Switch",380,0,0
18,"cuedproc",0.6,3,10,"mag","Rep",667,0,0
18,"cuedproc",0.6,6,11,"error","Switch",287,1,1
18,"cuedproc",0.6,7,12,"parity","Rep",1469,0,1
18,"cuedproc",0.6,1,13,"parity","Rep",374,0,0
18,"cuedproc",0.6,7,14,"mag","Switch",999,0,0
18,"cuedproc",0.6,3,15,"mag","Rep",549,0,0
18,"cuedproc",0.6,3,16,"parity","Switch",293,0,0
18,"cuedproc",0.6,4,17,"mag","Switch",993,0,0
18,"cuedproc",0.3,7,2,"parity","Switch",930,0,0
18,"cuedproc",0.3,1,3,"mag","Switch",442,0,0
18,"cuedproc",0.3,9,5,"parity","Rep",296,0,0
18,"cuedproc",0.3,8,6,"parity","Rep",467,0,0
18,"cuedproc",0.3,4,7,"mag","Switch",632,0,0
18,"cuedproc",0.3,9,8,"mag","Rep",405,0,0
18,"cuedproc",0.3,4,9,"error","Switch",477,1,1
18,"cuedproc",0.3,3,10,"mag","Switch",603,0,1
18,"cuedproc",0.3,2,11,"mag","Rep",410,0,0
18,"cuedproc",0.3,6,12,"parity","Switch",441,0,0
18,"cuedproc",0.3,1,13,"parity","Rep",375,0,0
18,"cuedproc",0.3,9,14,"mag","Switch",1256,0,0
18,"cuedproc",0.3,2,15,"mag","Rep",402,0,0
18,"cuedproc",0.3,9,16,"parity","Switch",825,0,0
18,"cuedproc",0.3,9,17,"parity","Rep",351,0,0
18,"cuedproc",0.8,9,2,"error","Switch",465,1,1
18,"cuedproc",0.8,7,3,"mag","Rep",896,0,1
18,"cuedproc",0.8,3,4,"parity","Switch",482,0,0
18,"cuedproc",0.8,8,5,"parity","Rep",485,0,0
18,"cuedproc",0.8,3,6,"error","Rep",273,1,1
18,"cuedproc",0.8,4,7,"mag","Switch",1017,0,1
18,"cuedproc",0.8,2,8,"error","Switch",453,1,1
18,"cuedproc",0.8,7,9,"error","Switch",589,1,1
18,"cuedproc",0.8,9,10,"parity","Switch",934,0,1
18,"cuedproc",0.8,6,11,"mag","Switch",1023,0,0
18,"cuedproc",0.8,2,12,"error","Switch",507,1,1
18,"cuedproc",0.8,7,13,"error","Switch",968,1,1
18,"cuedproc",0.8,8,14,"mag","Rep",513,0,1
18,"cuedproc",0.8,7,15,"parity","Switch",636,0,0
18,"cuedproc",0.8,3,16,"mag","Switch",553,0,0
18,"cuedproc",0.8,4,17,"mag","Rep",786,0,0
18,"cuedproc",0.2,6,2,"parity","Rep",773,0,1
18,"cuedproc",0.2,3,3,"parity","Rep",389,0,0
18,"cuedproc",0.2,1,4,"parity","Rep",373,0,0
18,"cuedproc",0.2,7,5,"parity","Rep",1350,0,0
18,"cuedproc",0.2,2,6,"mag","Switch",636,0,0
18,"cuedproc",0.2,6,7,"mag","Rep",665,0,0
18,"cuedproc",0.2,4,8,"mag","Rep",397,0,0
18,"cuedproc",0.2,8,9,"parity","Switch",460,0,0
18,"cuedproc",0.2,8,10,"parity","Rep",329,0,0
18,"cuedproc",0.2,3,11,"mag","Switch",426,0,0
18,"cuedproc",0.2,7,12,"parity","Switch",1216,0,0
18,"cuedproc",0.2,1,13,"parity","Rep",364,0,0
18,"cuedproc",0.2,4,14,"error","Rep",277,1,1
18,"cuedproc",0.2,9,15,"parity","Rep",540,0,1
18,"cuedproc",0.2,9,16,"parity","Rep",397,0,0
18,"cuedproc",0.2,2,17,"parity","Rep",717,0,0
18,"cuedproc",0.6,4,2,"parity","Switch",813,0,1
18,"cuedproc",0.6,8,3,"mag","Switch",451,0,0
18,"cuedproc",0.6,7,4,"parity","Switch",880,0,0
18,"cuedproc",0.6,7,5,"parity","Rep",562,0,0
18,"cuedproc",0.6,1,6,"mag","Switch",546,0,0
18,"cuedproc",0.6,1,7,"parity","Switch",307,0,0
18,"cuedproc",0.6,6,8,"mag","Switch",543,0,0
18,"cuedproc",0.6,1,9,"mag","Rep",417,0,0
18,"cuedproc",0.6,3,10,"mag","Rep",359,0,0
18,"cuedproc",0.6,1,11,"parity","Switch",304,0,0
18,"cuedproc",0.6,3,12,"parity","Rep",324,0,0
18,"cuedproc",0.6,2,13,"parity","Rep",839,0,0
18,"cuedproc",0.6,4,14,"mag","Switch",1388,0,0
18,"cuedproc",0.6,2,15,"error","Switch",352,1,1
18,"cuedproc",0.6,9,16,"mag","Switch",1324,0,1
18,"cuedproc",0.6,8,17,"parity","Switch",516,0,0
18,"cuedproc",0.1,9,2,"mag","Rep",961,0,0
18,"cuedproc",0.1,8,3,"mag","Rep",345,0,0
18,"cuedproc",0.1,8,4,"parity","Switch",378,0,0
18,"cuedproc",0.1,9,5,"error","Rep",570,1,1
18,"cuedproc",0.1,4,6,"parity","Rep",964,0,1
18,"cuedproc",0.1,9,7,"mag","Switch",882,0,0
18,"cuedproc",0.1,4,8,"error","Rep",285,1,1
18,"cuedproc",0.1,6,9,"mag","Rep",860,0,1
18,"cuedproc",0.1,2,10,"mag","Rep",463,0,0
18,"cuedproc",0.1,7,11,"mag","Rep",524,0,0
18,"cuedproc",0.1,3,12,"mag","Rep",654,0,0
18,"cuedproc",0.1,1,13,"mag","Rep",363,0,0
18,"cuedproc",0.1,2,14,"mag","Rep",748,0,0
18,"cuedproc",0.1,9,15,"mag","Rep",372,0,0
18,"cuedproc",0.1,3,16,"error","Rep",261,1,1
18,"cuedproc",0.1,6,17,"mag","Rep",748,0,1
18,"cuedproc",0.7,6,2,"mag","Switch",530,0,0
18,"cuedproc",0.7,4,3,"error","Rep",227,1,1
18,"cuedproc",0.7,4,4,"parity","Switch",916,0,1
18,"cuedproc",0.7,3,5,"mag","Switch",461,0,0
18,"cuedproc",0.7,7,6,"parity","Switch",1010,0,0
18,"cuedproc",0.7,2,7,"mag","Switch",431,0,0
18,"cuedproc",0.7,4,8,"parity","Switch",845,0,0
18,"cuedproc",0.7,8,9,"mag","Switch",777,0,0
18,"cuedproc",0.7,1,10,"parity","Switch",528,0,0
18,"cuedproc",0.7,8,11,"mag","Switch",586,0,0
18,"cuedproc",0.7,6,12,"parity","Switch",497,0,0
18,"cuedproc",0.7,2,13,"mag","Switch",468,0,0
18,"cuedproc",0.7,3,14,"mag","Rep",321,0,0
18,"cuedproc",0.7,7,15,"parity","Switch",804,0,0
18,"cuedproc",0.7,8,16,"parity","Rep",474,0,0
18,"cuedproc",0.7,6,17,"mag","Switch",630,0,0
18,"cuedproc",0.4,4,2,"mag","Rep",566,0,0
18,"cuedproc",0.4,4,3,"mag","Rep",302,0,0
18,"cuedproc",0.4,3,4,"mag","Rep",426,0,0
18,"cuedproc",0.4,6,5,"error","Rep",320,1,1
18,"cuedproc",0.4,1,6,"parity","Switch",509,0,1
18,"cuedproc",0.4,9,7,"error","Rep",520,1,1
18,"cuedproc",0.4,4,8,"error","Rep",517,1,1
18,"cuedproc",0.4,7,9,"parity","Rep",633,0,1
18,"cuedproc",0.4,1,10,"mag","Switch",486,0,0
18,"cuedproc",0.4,9,11,"parity","Switch",714,0,0
18,"cuedproc",0.4,8,12,"parity","Rep",764,0,0
18,"cuedproc",0.4,3,13,"parity","Rep",427,0,0
18,"cuedproc",0.4,2,14,"error","Rep",345,1,1
18,"cuedproc",0.4,1,15,"mag","Switch",581,0,1
18,"cuedproc",0.4,6,16,"parity","Switch",429,0,0
18,"cuedproc",0.4,3,17,"mag","Switch",435,0,0
18,"cuedproc",0,7,2,"error","Rep",543,1,1
18,"cuedproc",0,6,3,"mag","Rep",435,0,1
18,"cuedproc",0,1,4,"mag","Rep",473,0,0
18,"cuedproc",0,6,5,"mag","Rep",294,0,0
18,"cuedproc",0,1,6,"mag","Rep",241,0,0
18,"cuedproc",0,6,7,"mag","Rep",264,0,0
18,"cuedproc",0,2,8,"mag","Rep",421,0,0
18,"cuedproc",0,8,9,"mag","Rep",324,0,0
18,"cuedproc",0,6,10,"error","Rep",231,1,1
18,"cuedproc",0,2,11,"mag","Rep",352,0,1
18,"cuedproc",0,8,12,"mag","Rep",298,0,0
18,"cuedproc",0,4,13,"mag","Rep",621,0,0
18,"cuedproc",0,6,14,"mag","Rep",531,0,0
18,"cuedproc",0,2,15,"mag","Rep",396,0,0
18,"cuedproc",0,4,16,"error","Rep",283,1,1
18,"cuedproc",0,6,17,"mag","Rep",322,0,1
18,"cuedproc",0.5,6,2,"parity","Switch",936,0,0
18,"cuedproc",0.5,2,3,"mag","Switch",440,0,0
18,"cuedproc",0.5,2,4,"error","Rep",382,1,1
18,"cuedproc",0.5,4,5,"parity","Switch",544,0,1
18,"cuedproc",0.5,1,6,"parity","Rep",401,0,0
18,"cuedproc",0.5,1,7,"parity","Rep",296,0,0
18,"cuedproc",0.5,8,8,"parity","Rep",668,0,0
18,"cuedproc",0.5,3,9,"parity","Rep",528,0,0
18,"cuedproc",0.5,9,10,"mag","Switch",1034,0,0
18,"cuedproc",0.5,4,11,"error","Rep",453,1,1
18,"cuedproc",0.5,6,12,"mag","Rep",685,0,1
18,"cuedproc",0.5,9,13,"mag","Rep",520,0,0
18,"cuedproc",0.5,3,14,"parity","Switch",610,0,0
18,"cuedproc",0.5,1,15,"parity","Rep",312,0,0
18,"cuedproc",0.5,9,16,"mag","Switch",651,0,0
18,"cuedproc",0.5,3,17,"error","Rep",280,1,1
18,"cuedproc",0.9,8,2,"mag","Switch",878,0,0
18,"cuedproc",0.9,9,3,"error","Switch",641,1,1
18,"cuedproc",0.9,3,4,"mag","Switch",528,0,1
18,"cuedproc",0.9,3,5,"mag","Rep",346,0,0
18,"cuedproc",0.9,3,6,"parity","Switch",316,0,0
18,"cuedproc",0.9,6,7,"mag","Switch",823,0,0
18,"cuedproc",0.9,4,8,"error","Switch",683,1,1
18,"cuedproc",0.9,2,9,"mag","Switch",400,0,1
18,"cuedproc",0.9,4,10,"error","Switch",336,1,1
18,"cuedproc",0.9,8,11,"mag","Switch",476,0,1
18,"cuedproc",0.9,1,12,"parity","Switch",456,0,0
18,"cuedproc",0.9,2,13,"mag","Switch",405,0,0
18,"cuedproc",0.9,6,14,"parity","Switch",349,0,0
18,"cuedproc",0.9,6,15,"mag","Switch",366,0,0
18,"cuedproc",0.9,4,16,"parity","Switch",527,0,0
18,"cuedproc",0.9,4,17,"error","Switch",369,1,1
18,"cuedproc",1,6,2,"parity","Switch",552,0,0
18,"cuedproc",1,8,3,"mag","Switch",481,0,0
18,"cuedproc",1,7,4,"parity","Switch",788,0,0
18,"cuedproc",1,3,5,"mag","Switch",547,0,0
18,"cuedproc",1,2,6,"parity","Switch",948,0,0
18,"cuedproc",1,9,7,"mag","Switch",835,0,0
18,"cuedproc",1,9,8,"error","Switch",400,1,1
18,"cuedproc",1,3,9,"mag","Switch",538,0,1
18,"cuedproc",1,1,10,"parity","Switch",323,0,0
18,"cuedproc",1,3,11,"mag","Switch",254,0,0
18,"cuedproc",1,3,12,"parity","Switch",260,0,0
18,"cuedproc",1,7,13,"mag","Switch",1089,0,0
18,"cuedproc",1,8,14,"parity","Switch",611,0,0
18,"cuedproc",1,8,15,"mag","Switch",289,0,0
18,"cuedproc",1,8,16,"parity","Switch",294,0,0
18,"cuedproc",1,6,17,"mag","Switch",577,0,0
18,"cuedproc",0,4,2,"mag","Rep",262,0,0
18,"cuedproc",0,8,3,"mag","Rep",579,0,0
18,"cuedproc",0,3,4,"mag","Rep",410,0,0
18,"cuedproc",0,9,5,"mag","Rep",561,0,0
18,"cuedproc",0,8,6,"mag","Rep",457,0,0
18,"cuedproc",0,4,7,"mag","Rep",566,0,0
18,"cuedproc",0,9,8,"mag","Rep",630,0,0
18,"cuedproc",0,8,9,"mag","Rep",323,0,0
18,"cuedproc",0,4,10,"error","Rep",294,1,1
18,"cuedproc",0,3,11,"mag","Rep",436,0,1
18,"cuedproc",0,2,12,"parity","Switch",810,0,0
18,"cuedproc",0,6,13,"parity","Rep",376,0,0
18,"cuedproc",0,3,14,"parity","Rep",408,0,0
18,"cuedproc",0,9,15,"error","Rep",296,1,1
18,"cuedproc",0,1,16,"parity","Rep",526,0,1
18,"cuedproc",0,1,17,"parity","Rep",520,0,0
18,"cuedproc",0.3,1,2,"mag","Rep",280,0,0
18,"cuedproc",0.3,8,3,"error","Rep",300,1,1
18,"cuedproc",0.3,8,4,"mag","Rep",570,0,1
18,"cuedproc",0.3,4,5,"error","Rep",779,1,1
18,"cuedproc",0.3,9,6,"mag","Rep",1316,0,1
18,"cuedproc",0.3,2,7,"mag","Rep",411,0,0
18,"cuedproc",0.3,2,8,"mag","Rep",530,0,0
18,"cuedproc",0.3,2,9,"parity","Switch",859,0,0
18,"cuedproc",0.3,6,10,"parity","Rep",351,0,0
18,"cuedproc",0.3,7,11,"parity","Rep",417,0,0
18,"cuedproc",0.3,2,12,"error","Rep",344,1,1
18,"cuedproc",0.3,6,13,"parity","Rep",492,0,1
18,"cuedproc",0.3,3,14,"parity","Rep",416,0,0
18,"cuedproc",0.3,1,15,"mag","Switch",407,0,0
18,"cuedproc",0.3,8,16,"parity","Switch",470,0,0
18,"cuedproc",0.3,2,17,"mag","Switch",362,0,0
18,"cuedproc",0.5,4,2,"mag","Rep",621,0,0
18,"cuedproc",0.5,2,3,"error","Switch",315,1,1
18,"cuedproc",0.5,9,4,"parity","Rep",1208,0,1
18,"cuedproc",0.5,6,5,"mag","Switch",957,0,0
18,"cuedproc",0.5,1,6,"parity","Switch",436,0,0
18,"cuedproc",0.5,4,7,"error","Switch",522,1,1
18,"cuedproc",0.5,4,8,"parity","Switch",647,0,1
18,"cuedproc",0.5,1,9,"parity","Rep",403,0,0
18,"cuedproc",0.5,3,10,"parity","Rep",491,0,0
18,"cuedproc",0.5,2,11,"parity","Rep",1062,0,0
18,"cuedproc",0.5,1,12,"parity","Rep",353,0,0
18,"cuedproc",0.5,8,13,"error","Rep",306,1,1
18,"cuedproc",0.5,4,14,"error","Rep",360,1,1
18,"cuedproc",0.5,7,15,"parity","Rep",692,0,1
18,"cuedproc",0.5,3,16,"parity","Rep",439,0,0
18,"cuedproc",0.5,1,17,"parity","Rep",397,0,0
18,"cuedproc",0.6,4,2,"parity","Rep",324,0,0
18,"cuedproc",0.6,2,3,"parity","Rep",383,0,0
18,"cuedproc",0.6,4,4,"mag","Switch",616,0,0
18,"cuedproc",0.6,7,5,"parity","Switch",669,0,0
18,"cuedproc",0.6,9,6,"parity","Rep",585,0,0
18,"cuedproc",0.6,3,7,"mag","Switch",497,0,0
18,"cuedproc",0.6,7,8,"parity","Switch",964,0,0
18,"cuedproc",0.6,7,9,"error","Switch",387,1,1
18,"cuedproc",0.6,2,10,"error","Switch",517,1,1
18,"cuedproc",0.6,9,11,"mag","Switch",642,0,1
18,"cuedproc",0.6,8,12,"parity","Switch",279,0,0
18,"cuedproc",0.6,7,13,"error","Rep",346,1,1
18,"cuedproc",0.6,2,14,"mag","Switch",783,0,1
18,"cuedproc",0.6,6,15,"parity","Switch",365,0,0
18,"cuedproc",0.6,2,16,"mag","Switch",502,0,0
18,"cuedproc",0.6,6,17,"mag","Rep",393,0,0
18,"cuedproc",0.4,7,2,"mag","Switch",1395,0,0
18,"cuedproc",0.4,1,3,"mag","Rep",376,0,0
18,"cuedproc",0.4,1,4,"error","Rep",208,1,1
18,"cuedproc",0.4,9,5,"parity","Switch",874,0,1
18,"cuedproc",0.4,8,6,"mag","Switch",614,0,0
18,"cuedproc",0.4,9,7,"mag","Rep",364,0,0
18,"cuedproc",0.4,1,8,"mag","Rep",460,0,0
18,"cuedproc",0.4,7,9,"mag","Rep",553,0,0
18,"cuedproc",0.4,6,10,"parity","Switch",682,0,0
18,"cuedproc",0.4,3,11,"error","Switch",325,1,1
18,"cuedproc",0.4,9,12,"mag","Rep",538,0,1
18,"cuedproc",0.4,7,13,"mag","Rep",372,0,0
18,"cuedproc",0.4,7,14,"error","Switch",349,1,1
18,"cuedproc",0.4,7,15,"mag","Switch",449,0,1
18,"cuedproc",0.4,7,16,"parity","Switch",518,0,0
18,"cuedproc",0.4,3,17,"parity","Rep",480,0,0
18,"cuedproc",0.7,9,2,"error","Rep",325,1,1
18,"cuedproc",0.7,8,4,"parity","Switch",520,0,0
18,"cuedproc",0.7,9,5,"mag","Switch",482,0,0
18,"cuedproc",0.7,6,6,"parity","Switch",541,0,0
18,"cuedproc",0.7,8,7,"parity","Rep",566,0,0
18,"cuedproc",0.7,8,8,"mag","Switch",615,0,0
18,"cuedproc",0.7,6,9,"parity","Switch",517,0,0
18,"cuedproc",0.7,1,10,"parity","Rep",671,0,0
18,"cuedproc",0.7,3,11,"mag","Switch",459,0,0
18,"cuedproc",0.7,9,12,"mag","Rep",448,0,0
18,"cuedproc",0.7,1,13,"parity","Switch",917,0,0
18,"cuedproc",0.7,6,14,"parity","Rep",814,0,0
18,"cuedproc",0.7,8,15,"mag","Switch",515,0,0
18,"cuedproc",0.7,7,16,"parity","Switch",710,0,0
18,"cuedproc",0.7,3,17,"mag","Switch",376,0,0
18,"cuedproc",0.1,6,2,"parity","Rep",407,0,0
18,"cuedproc",0.1,2,3,"error","Rep",399,1,1
18,"cuedproc",0.1,3,4,"error","Rep",304,1,1
18,"cuedproc",0.1,6,5,"parity","Rep",534,0,1
18,"cuedproc",0.1,8,6,"parity","Rep",320,0,0
18,"cuedproc",0.1,9,7,"mag","Switch",763,0,0
18,"cuedproc",0.1,7,8,"mag","Rep",314,0,0
18,"cuedproc",0.1,9,9,"mag","Rep",301,0,0
18,"cuedproc",0.1,6,10,"mag","Rep",721,0,0
18,"cuedproc",0.1,6,11,"mag","Rep",291,0,0
18,"cuedproc",0.1,6,12,"mag","Rep",255,0,0
18,"cuedproc",0.1,9,13,"mag","Rep",253,0,0
18,"cuedproc",0.1,9,14,"mag","Rep",283,0,0
18,"cuedproc",0.1,7,15,"mag","Rep",624,0,0
18,"cuedproc",0.1,6,16,"mag","Rep",630,0,0
18,"cuedproc",0.1,4,17,"error","Rep",235,1,1
18,"cuedproc",1,4,2,"mag","Switch",772,0,1
18,"cuedproc",1,7,3,"parity","Switch",347,0,0
18,"cuedproc",1,3,4,"mag","Switch",532,0,0
18,"cuedproc",1,2,5,"error","Switch",358,1,1
18,"cuedproc",1,6,6,"mag","Switch",1314,0,1
18,"cuedproc",1,2,7,"parity","Switch",657,0,0
18,"cuedproc",1,1,8,"mag","Switch",606,0,0
